/Users/jinwookkim/projects/ml_model/.venv/lib/python3.13/site-packages/torch/utils/data/dataloader.py:692: UserWarning: 'pin_memory' argument is set as true but not supported on MPS now, device pinned memory won't be used.
  warnings.warn(warn_msg)
Starting EfficientNet training script...
--- Model Initialization (EfficientNet) ---
Using device: mps
Creating EfficientNet model 'timm/efficientnet_b0.ra_in1k' with 101 output classes...
--- Dataset Loading (EfficientNet) ---
Checking for Food-101 dataset...
Image transformations created.
Loading Food-101 dataset using torchvision...
Food-101 dataset loaded. Using a subset of 500 samples for this demo.
Loading checkpoint from ./trained_models/efficientnet_checkpoint.pth
Resuming training from epoch 4
Model, optimizer, and criterion initialized.
Epoch [12/124], Batch [69/125] [###########---------] 55.2%, Loss: 0.1897
Epoch [12/124], Batch [70/125] [###########---------] 56.0%, Loss: 0.0654
Epoch [12/124], Batch [71/125] [###########---------] 56.8%, Loss: 0.0204
Epoch [12/124], Batch [72/125] [###########---------] 57.6%, Loss: 0.0704
Epoch [12/124], Batch [73/125] [###########---------] 58.4%, Loss: 0.0406
Epoch [12/124], Batch [74/125] [###########---------] 59.2%, Loss: 0.0951
Epoch [12/124], Batch [75/125] [############--------] 60.0%, Loss: 0.0572
Epoch [12/124], Batch [76/125] [############--------] 60.8%, Loss: 0.0381
Epoch [12/124], Batch [77/125] [############--------] 61.6%, Loss: 0.0534
Epoch [12/124], Batch [78/125] [############--------] 62.4%, Loss: 0.3790
Epoch [12/124], Batch [79/125] [############--------] 63.2%, Loss: 0.0190
Epoch [12/124], Batch [80/125] [############--------] 64.0%, Loss: 0.0340
Epoch [12/124], Batch [81/125] [############--------] 64.8%, Loss: 0.2323
Epoch [12/124], Batch [82/125] [#############-------] 65.6%, Loss: 0.3017
Epoch [12/124], Batch [83/125] [#############-------] 66.4%, Loss: 0.0920
Epoch [12/124], Batch [84/125] [#############-------] 67.2%, Loss: 0.1182
Epoch [12/124], Batch [85/125] [#############-------] 68.0%, Loss: 0.1659
Epoch [12/124], Batch [86/125] [#############-------] 68.8%, Loss: 0.2332
Epoch [12/124], Batch [87/125] [#############-------] 69.6%, Loss: 0.0271
Epoch [12/124], Batch [88/125] [##############------] 70.4%, Loss: 0.0798
Epoch [12/124], Batch [89/125] [##############------] 71.2%, Loss: 0.0951
Epoch [12/124], Batch [90/125] [##############------] 72.0%, Loss: 0.0451
Epoch [12/124], Batch [91/125] [##############------] 72.8%, Loss: 0.1203
Epoch [12/124], Batch [92/125] [##############------] 73.6%, Loss: 0.0299
Epoch [12/124], Batch [93/125] [##############------] 74.4%, Loss: 0.0427
Epoch [12/124], Batch [94/125] [###############-----] 75.2%, Loss: 0.0466
Epoch [12/124], Batch [95/125] [###############-----] 76.0%, Loss: 0.1231
Epoch [12/124], Batch [96/125] [###############-----] 76.8%, Loss: 0.0538
Epoch [12/124], Batch [97/125] [###############-----] 77.6%, Loss: 0.2668
Epoch [12/124], Batch [98/125] [###############-----] 78.4%, Loss: 0.1676
Epoch [12/124], Batch [99/125] [###############-----] 79.2%, Loss: 0.1420
Epoch [12/124], Batch [100/125] [################----] 80.0%, Loss: 0.0151
Epoch [12/124], Batch [101/125] [################----] 80.8%, Loss: 0.0362
Epoch [12/124], Batch [102/125] [################----] 81.6%, Loss: 0.0519
Epoch [12/124], Batch [103/125] [################----] 82.4%, Loss: 0.0193
Epoch [12/124], Batch [104/125] [################----] 83.2%, Loss: 0.0466
Epoch [12/124], Batch [105/125] [################----] 84.0%, Loss: 0.1864
Epoch [12/124], Batch [106/125] [################----] 84.8%, Loss: 0.1014
Epoch [12/124], Batch [107/125] [#################---] 85.6%, Loss: 0.0645
Epoch [12/124], Batch [108/125] [#################---] 86.4%, Loss: 0.0393
Epoch [12/124], Batch [109/125] [#################---] 87.2%, Loss: 0.1158
Epoch [12/124], Batch [110/125] [#################---] 88.0%, Loss: 0.0088
Epoch [12/124], Batch [111/125] [#################---] 88.8%, Loss: 0.6549
Epoch [12/124], Batch [112/125] [#################---] 89.6%, Loss: 0.0447
Epoch [12/124], Batch [113/125] [##################--] 90.4%, Loss: 0.2615
Epoch [12/124], Batch [114/125] [##################--] 91.2%, Loss: 0.1020
Epoch [12/124], Batch [115/125] [##################--] 92.0%, Loss: 0.1307
Epoch [12/124], Batch [116/125] [##################--] 92.8%, Loss: 0.1198
Epoch [12/124], Batch [117/125] [##################--] 93.6%, Loss: 0.0759
Epoch [12/124], Batch [118/125] [##################--] 94.4%, Loss: 0.0440
Epoch [12/124], Batch [119/125] [###################-] 95.2%, Loss: 0.0284
Epoch [12/124], Batch [120/125] [###################-] 96.0%, Loss: 0.0378
Epoch [12/124], Batch [121/125] [###################-] 96.8%, Loss: 0.1464
Epoch [12/124], Batch [122/125] [###################-] 97.6%, Loss: 0.0427
Epoch [12/124], Batch [123/125] [###################-] 98.4%, Loss: 0.0171
Epoch [12/124], Batch [124/125] [###################-] 99.2%, Loss: 0.0231
Epoch [12/124], Batch [125/125] [####################] 100.0%, Loss: 0.2676
Epoch [12/124] finished. Average Loss: 0.1381
Training Accuracy: 100.00%
--- Saving checkpoint for epoch 12 ---
Checkpoint saved to ./trained_models/efficientnet_checkpoint.pth

Epoch [13/124], Batch [1/125] [--------------------] 0.8%, Loss: 0.0123
Epoch [13/124], Batch [2/125] [--------------------] 1.6%, Loss: 0.0088
Epoch [13/124], Batch [3/125] [--------------------] 2.4%, Loss: 0.0749
Epoch [13/124], Batch [4/125] [--------------------] 3.2%, Loss: 0.0505
Epoch [13/124], Batch [5/125] [--------------------] 4.0%, Loss: 0.0195
Epoch [13/124], Batch [6/125] [--------------------] 4.8%, Loss: 0.0901
Epoch [13/124], Batch [7/125] [#-------------------] 5.6%, Loss: 0.5939
Epoch [13/124], Batch [8/125] [#-------------------] 6.4%, Loss: 0.1979
Epoch [13/124], Batch [9/125] [#-------------------] 7.2%, Loss: 0.2298
Epoch [13/124], Batch [10/125] [#-------------------] 8.0%, Loss: 0.0158
Epoch [13/124], Batch [11/125] [#-------------------] 8.8%, Loss: 0.0120
Epoch [13/124], Batch [12/125] [#-------------------] 9.6%, Loss: 0.0275
Epoch [13/124], Batch [13/125] [##------------------] 10.4%, Loss: 0.0377
Epoch [13/124], Batch [14/125] [##------------------] 11.2%, Loss: 0.2680
Epoch [13/124], Batch [15/125] [##------------------] 12.0%, Loss: 0.0087
Epoch [13/124], Batch [16/125] [##------------------] 12.8%, Loss: 0.0296
Epoch [13/124], Batch [17/125] [##------------------] 13.6%, Loss: 0.0146
Epoch [13/124], Batch [18/125] [##------------------] 14.4%, Loss: 0.0178
Epoch [13/124], Batch [19/125] [###-----------------] 15.2%, Loss: 0.0155
Epoch [13/124], Batch [20/125] [###-----------------] 16.0%, Loss: 0.0780
Epoch [13/124], Batch [21/125] [###-----------------] 16.8%, Loss: 0.0879
Epoch [13/124], Batch [22/125] [###-----------------] 17.6%, Loss: 0.0539
Epoch [13/124], Batch [23/125] [###-----------------] 18.4%, Loss: 0.0174
Epoch [13/124], Batch [24/125] [###-----------------] 19.2%, Loss: 0.0337
Epoch [13/124], Batch [25/125] [####----------------] 20.0%, Loss: 0.0194
Epoch [13/124], Batch [26/125] [####----------------] 20.8%, Loss: 0.4710
Epoch [13/124], Batch [27/125] [####----------------] 21.6%, Loss: 0.0899
Epoch [13/124], Batch [28/125] [####----------------] 22.4%, Loss: 0.1073
Epoch [13/124], Batch [29/125] [####----------------] 23.2%, Loss: 0.0122
Epoch [13/124], Batch [30/125] [####----------------] 24.0%, Loss: 0.0173
Epoch [13/124], Batch [31/125] [####----------------] 24.8%, Loss: 0.0775
Epoch [13/124], Batch [32/125] [#####---------------] 25.6%, Loss: 0.2315
Epoch [13/124], Batch [33/125] [#####---------------] 26.4%, Loss: 0.0691
Epoch [13/124], Batch [34/125] [#####---------------] 27.2%, Loss: 0.0120
Epoch [13/124], Batch [35/125] [#####---------------] 28.0%, Loss: 0.0126
Epoch [13/124], Batch [36/125] [#####---------------] 28.8%, Loss: 0.0272
Epoch [13/124], Batch [37/125] [#####---------------] 29.6%, Loss: 1.3047
Epoch [13/124], Batch [38/125] [######--------------] 30.4%, Loss: 0.0156
Epoch [13/124], Batch [39/125] [######--------------] 31.2%, Loss: 0.0336
Epoch [13/124], Batch [40/125] [######--------------] 32.0%, Loss: 0.1360
Epoch [13/124], Batch [41/125] [######--------------] 32.8%, Loss: 0.0456
Epoch [13/124], Batch [42/125] [######--------------] 33.6%, Loss: 0.0208
Epoch [13/124], Batch [43/125] [######--------------] 34.4%, Loss: 0.0183
Epoch [13/124], Batch [44/125] [#######-------------] 35.2%, Loss: 0.0278
Epoch [13/124], Batch [45/125] [#######-------------] 36.0%, Loss: 0.0780
Epoch [13/124], Batch [46/125] [#######-------------] 36.8%, Loss: 0.0184
Epoch [13/124], Batch [47/125] [#######-------------] 37.6%, Loss: 0.0163
Epoch [13/124], Batch [48/125] [#######-------------] 38.4%, Loss: 0.0202
Epoch [13/124], Batch [49/125] [#######-------------] 39.2%, Loss: 0.0478
Epoch [13/124], Batch [50/125] [########------------] 40.0%, Loss: 0.0275
Epoch [13/124], Batch [51/125] [########------------] 40.8%, Loss: 0.0607
Epoch [13/124], Batch [52/125] [########------------] 41.6%, Loss: 0.8941
Epoch [13/124], Batch [53/125] [########------------] 42.4%, Loss: 0.0479
Epoch [13/124], Batch [54/125] [########------------] 43.2%, Loss: 0.0086
Epoch [13/124], Batch [55/125] [########------------] 44.0%, Loss: 0.0409
Epoch [13/124], Batch [56/125] [########------------] 44.8%, Loss: 0.0758
Epoch [13/124], Batch [57/125] [#########-----------] 45.6%, Loss: 0.1548
Epoch [13/124], Batch [58/125] [#########-----------] 46.4%, Loss: 0.0393
Epoch [13/124], Batch [59/125] [#########-----------] 47.2%, Loss: 0.1557
Epoch [13/124], Batch [60/125] [#########-----------] 48.0%, Loss: 0.0468
Epoch [13/124], Batch [61/125] [#########-----------] 48.8%, Loss: 0.0227
Epoch [13/124], Batch [62/125] [#########-----------] 49.6%, Loss: 0.0128
Epoch [13/124], Batch [63/125] [##########----------] 50.4%, Loss: 0.0323
Epoch [13/124], Batch [64/125] [##########----------] 51.2%, Loss: 0.6354
Epoch [13/124], Batch [65/125] [##########----------] 52.0%, Loss: 0.0109
Epoch [13/124], Batch [66/125] [##########----------] 52.8%, Loss: 0.0510
Epoch [13/124], Batch [67/125] [##########----------] 53.6%, Loss: 0.2198
Epoch [13/124], Batch [68/125] [##########----------] 54.4%, Loss: 0.0195
Epoch [13/124], Batch [69/125] [###########---------] 55.2%, Loss: 0.0677
Epoch [13/124], Batch [70/125] [###########---------] 56.0%, Loss: 0.0563
Epoch [13/124], Batch [71/125] [###########---------] 56.8%, Loss: 0.0278
Epoch [13/124], Batch [72/125] [###########---------] 57.6%, Loss: 0.0901
Epoch [13/124], Batch [73/125] [###########---------] 58.4%, Loss: 0.0139
Epoch [13/124], Batch [74/125] [###########---------] 59.2%, Loss: 0.0229
Epoch [13/124], Batch [75/125] [############--------] 60.0%, Loss: 0.0296
Epoch [13/124], Batch [76/125] [############--------] 60.8%, Loss: 0.0756
Epoch [13/124], Batch [77/125] [############--------] 61.6%, Loss: 0.3451
Epoch [13/124], Batch [78/125] [############--------] 62.4%, Loss: 0.0525
Epoch [13/124], Batch [79/125] [############--------] 63.2%, Loss: 0.1830
Epoch [13/124], Batch [80/125] [############--------] 64.0%, Loss: 0.2011
Epoch [13/124], Batch [81/125] [############--------] 64.8%, Loss: 0.1340
Epoch [13/124], Batch [82/125] [#############-------] 65.6%, Loss: 0.0108
Epoch [13/124], Batch [83/125] [#############-------] 66.4%, Loss: 0.9648
Epoch [13/124], Batch [84/125] [#############-------] 67.2%, Loss: 0.0880
Epoch [13/124], Batch [85/125] [#############-------] 68.0%, Loss: 0.0538
Epoch [13/124], Batch [86/125] [#############-------] 68.8%, Loss: 0.0753
Epoch [13/124], Batch [87/125] [#############-------] 69.6%, Loss: 0.0580
Epoch [13/124], Batch [88/125] [##############------] 70.4%, Loss: 0.0660
Epoch [13/124], Batch [89/125] [##############------] 71.2%, Loss: 0.0314
Epoch [13/124], Batch [90/125] [##############------] 72.0%, Loss: 0.0144
Epoch [13/124], Batch [91/125] [##############------] 72.8%, Loss: 0.0463
Epoch [13/124], Batch [92/125] [##############------] 73.6%, Loss: 0.0060
Epoch [13/124], Batch [93/125] [##############------] 74.4%, Loss: 0.1308
Epoch [13/124], Batch [94/125] [###############-----] 75.2%, Loss: 0.4398
Epoch [13/124], Batch [95/125] [###############-----] 76.0%, Loss: 0.1082
Epoch [13/124], Batch [96/125] [###############-----] 76.8%, Loss: 0.1661
Epoch [13/124], Batch [97/125] [###############-----] 77.6%, Loss: 0.1340
Epoch [13/124], Batch [98/125] [###############-----] 78.4%, Loss: 0.1372
Epoch [13/124], Batch [99/125] [###############-----] 79.2%, Loss: 0.0108
Epoch [13/124], Batch [100/125] [################----] 80.0%, Loss: 0.3625
Epoch [13/124], Batch [101/125] [################----] 80.8%, Loss: 0.2299
Epoch [13/124], Batch [102/125] [################----] 81.6%, Loss: 0.0672
Epoch [13/124], Batch [103/125] [################----] 82.4%, Loss: 0.0687
Epoch [13/124], Batch [104/125] [################----] 83.2%, Loss: 0.0445
Epoch [13/124], Batch [105/125] [################----] 84.0%, Loss: 0.0251
Epoch [13/124], Batch [106/125] [################----] 84.8%, Loss: 0.0728
Epoch [13/124], Batch [107/125] [#################---] 85.6%, Loss: 0.0289
Epoch [13/124], Batch [108/125] [#################---] 86.4%, Loss: 0.2748
Epoch [13/124], Batch [109/125] [#################---] 87.2%, Loss: 0.7656
Epoch [13/124], Batch [110/125] [#################---] 88.0%, Loss: 0.4426
Epoch [13/124], Batch [111/125] [#################---] 88.8%, Loss: 0.0635
Epoch [13/124], Batch [112/125] [#################---] 89.6%, Loss: 0.0257
Epoch [13/124], Batch [113/125] [##################--] 90.4%, Loss: 0.0592
Epoch [13/124], Batch [114/125] [##################--] 91.2%, Loss: 0.1275
Epoch [13/124], Batch [115/125] [##################--] 92.0%, Loss: 0.0283
Epoch [13/124], Batch [116/125] [##################--] 92.8%, Loss: 0.0298
Epoch [13/124], Batch [117/125] [##################--] 93.6%, Loss: 0.0051
Epoch [13/124], Batch [118/125] [##################--] 94.4%, Loss: 0.1011
Epoch [13/124], Batch [119/125] [###################-] 95.2%, Loss: 0.7548
Epoch [13/124], Batch [120/125] [###################-] 96.0%, Loss: 0.0042
Epoch [13/124], Batch [121/125] [###################-] 96.8%, Loss: 0.0127
Epoch [13/124], Batch [122/125] [###################-] 97.6%, Loss: 0.0393
Epoch [13/124], Batch [123/125] [###################-] 98.4%, Loss: 0.3375
Epoch [13/124], Batch [124/125] [###################-] 99.2%, Loss: 0.1124
Epoch [13/124], Batch [125/125] [####################] 100.0%, Loss: 0.0696
Epoch [13/124] finished. Average Loss: 0.1238
Training Accuracy: 99.80%
--- Saving checkpoint for epoch 13 ---
Checkpoint saved to ./trained_models/efficientnet_checkpoint.pth

Epoch [14/124], Batch [1/125] [--------------------] 0.8%, Loss: 0.0185
Epoch [14/124], Batch [2/125] [--------------------] 1.6%, Loss: 0.0236
Epoch [14/124], Batch [3/125] [--------------------] 2.4%, Loss: 0.0790
Epoch [14/124], Batch [4/125] [--------------------] 3.2%, Loss: 0.0500
Epoch [14/124], Batch [5/125] [--------------------] 4.0%, Loss: 0.0043
Epoch [14/124], Batch [6/125] [--------------------] 4.8%, Loss: 0.1016
Epoch [14/124], Batch [7/125] [#-------------------] 5.6%, Loss: 0.0531
Epoch [14/124], Batch [8/125] [#-------------------] 6.4%, Loss: 0.0810
Epoch [14/124], Batch [9/125] [#-------------------] 7.2%, Loss: 0.1084
Epoch [14/124], Batch [10/125] [#-------------------] 8.0%, Loss: 1.5260
Epoch [14/124], Batch [11/125] [#-------------------] 8.8%, Loss: 0.0250
Epoch [14/124], Batch [12/125] [#-------------------] 9.6%, Loss: 0.3264
Epoch [14/124], Batch [13/125] [##------------------] 10.4%, Loss: 0.0067
Epoch [14/124], Batch [14/125] [##------------------] 11.2%, Loss: 0.1518
Epoch [14/124], Batch [15/125] [##------------------] 12.0%, Loss: 0.1406
Epoch [14/124], Batch [16/125] [##------------------] 12.8%, Loss: 0.0274
Epoch [14/124], Batch [17/125] [##------------------] 13.6%, Loss: 0.0205
Epoch [14/124], Batch [18/125] [##------------------] 14.4%, Loss: 0.0829
Epoch [14/124], Batch [19/125] [###-----------------] 15.2%, Loss: 0.0935
Epoch [14/124], Batch [20/125] [###-----------------] 16.0%, Loss: 0.0398
Epoch [14/124], Batch [21/125] [###-----------------] 16.8%, Loss: 0.1169
Epoch [14/124], Batch [22/125] [###-----------------] 17.6%, Loss: 0.2323
Epoch [14/124], Batch [23/125] [###-----------------] 18.4%, Loss: 0.0556
Epoch [14/124], Batch [24/125] [###-----------------] 19.2%, Loss: 0.4057
Epoch [14/124], Batch [25/125] [####----------------] 20.0%, Loss: 0.0747
Epoch [14/124], Batch [26/125] [####----------------] 20.8%, Loss: 0.0457
Epoch [14/124], Batch [27/125] [####----------------] 21.6%, Loss: 0.0164
Epoch [14/124], Batch [28/125] [####----------------] 22.4%, Loss: 0.0145
Epoch [14/124], Batch [29/125] [####----------------] 23.2%, Loss: 0.0616
Epoch [14/124], Batch [30/125] [####----------------] 24.0%, Loss: 0.0558
Epoch [14/124], Batch [31/125] [####----------------] 24.8%, Loss: 0.0451
Epoch [14/124], Batch [32/125] [#####---------------] 25.6%, Loss: 0.0223
Epoch [14/124], Batch [33/125] [#####---------------] 26.4%, Loss: 0.0201
Epoch [14/124], Batch [34/125] [#####---------------] 27.2%, Loss: 0.1561
Epoch [14/124], Batch [35/125] [#####---------------] 28.0%, Loss: 0.0197
Epoch [14/124], Batch [36/125] [#####---------------] 28.8%, Loss: 0.0381
Epoch [14/124], Batch [37/125] [#####---------------] 29.6%, Loss: 0.6212
Epoch [14/124], Batch [38/125] [######--------------] 30.4%, Loss: 0.0290
Epoch [14/124], Batch [39/125] [######--------------] 31.2%, Loss: 0.0531
Epoch [14/124], Batch [40/125] [######--------------] 32.0%, Loss: 0.0679
Epoch [14/124], Batch [41/125] [######--------------] 32.8%, Loss: 0.1247
Epoch [14/124], Batch [42/125] [######--------------] 33.6%, Loss: 0.0636
Epoch [14/124], Batch [43/125] [######--------------] 34.4%, Loss: 0.1328
Epoch [14/124], Batch [44/125] [#######-------------] 35.2%, Loss: 0.0254
Epoch [14/124], Batch [45/125] [#######-------------] 36.0%, Loss: 0.2399
Epoch [14/124], Batch [46/125] [#######-------------] 36.8%, Loss: 0.0234
Epoch [14/124], Batch [47/125] [#######-------------] 37.6%, Loss: 0.0198
Epoch [14/124], Batch [48/125] [#######-------------] 38.4%, Loss: 0.1071
Epoch [14/124], Batch [49/125] [#######-------------] 39.2%, Loss: 0.0343
Epoch [14/124], Batch [50/125] [########------------] 40.0%, Loss: 0.0405
Epoch [14/124], Batch [51/125] [########------------] 40.8%, Loss: 0.0271
Epoch [14/124], Batch [52/125] [########------------] 41.6%, Loss: 0.1279
Epoch [14/124], Batch [53/125] [########------------] 42.4%, Loss: 0.0138
Epoch [14/124], Batch [54/125] [########------------] 43.2%, Loss: 0.0102
Epoch [14/124], Batch [55/125] [########------------] 44.0%, Loss: 0.6170
Epoch [14/124], Batch [56/125] [########------------] 44.8%, Loss: 0.1191
Epoch [14/124], Batch [57/125] [#########-----------] 45.6%, Loss: 0.0625
Epoch [14/124], Batch [58/125] [#########-----------] 46.4%, Loss: 0.1180
Epoch [14/124], Batch [59/125] [#########-----------] 47.2%, Loss: 0.1571
Epoch [14/124], Batch [60/125] [#########-----------] 48.0%, Loss: 0.0230
Epoch [14/124], Batch [61/125] [#########-----------] 48.8%, Loss: 0.1185
Epoch [14/124], Batch [62/125] [#########-----------] 49.6%, Loss: 0.0401
Epoch [14/124], Batch [63/125] [##########----------] 50.4%, Loss: 0.0194
Epoch [14/124], Batch [64/125] [##########----------] 51.2%, Loss: 0.2056
Epoch [14/124], Batch [65/125] [##########----------] 52.0%, Loss: 0.0346
Epoch [14/124], Batch [66/125] [##########----------] 52.8%, Loss: 0.1834
Epoch [14/124], Batch [67/125] [##########----------] 53.6%, Loss: 0.0568
Epoch [14/124], Batch [68/125] [##########----------] 54.4%, Loss: 0.0061
Epoch [14/124], Batch [69/125] [###########---------] 55.2%, Loss: 0.1591
Epoch [14/124], Batch [70/125] [###########---------] 56.0%, Loss: 0.2903
Epoch [14/124], Batch [71/125] [###########---------] 56.8%, Loss: 0.3775
Epoch [14/124], Batch [72/125] [###########---------] 57.6%, Loss: 0.0263
Epoch [14/124], Batch [73/125] [###########---------] 58.4%, Loss: 0.0531
Epoch [14/124], Batch [74/125] [###########---------] 59.2%, Loss: 0.0579
Epoch [14/124], Batch [75/125] [############--------] 60.0%, Loss: 0.2301
Epoch [14/124], Batch [76/125] [############--------] 60.8%, Loss: 1.4191
Epoch [14/124], Batch [77/125] [############--------] 61.6%, Loss: 0.0680
Epoch [14/124], Batch [78/125] [############--------] 62.4%, Loss: 0.1358
Epoch [14/124], Batch [79/125] [############--------] 63.2%, Loss: 0.0017
Epoch [14/124], Batch [80/125] [############--------] 64.0%, Loss: 0.1050
Epoch [14/124], Batch [81/125] [############--------] 64.8%, Loss: 0.0681
Epoch [14/124], Batch [82/125] [#############-------] 65.6%, Loss: 0.0405
Epoch [14/124], Batch [83/125] [#############-------] 66.4%, Loss: 0.0903
Epoch [14/124], Batch [84/125] [#############-------] 67.2%, Loss: 0.0251
Epoch [14/124], Batch [85/125] [#############-------] 68.0%, Loss: 0.1342
Epoch [14/124], Batch [86/125] [#############-------] 68.8%, Loss: 0.0964
Epoch [14/124], Batch [87/125] [#############-------] 69.6%, Loss: 0.0267
Epoch [14/124], Batch [88/125] [##############------] 70.4%, Loss: 0.0246
Epoch [14/124], Batch [89/125] [##############------] 71.2%, Loss: 0.2487
Epoch [14/124], Batch [90/125] [##############------] 72.0%, Loss: 0.0477
Epoch [14/124], Batch [91/125] [##############------] 72.8%, Loss: 0.4263
Epoch [14/124], Batch [92/125] [##############------] 73.6%, Loss: 0.0644
Epoch [14/124], Batch [93/125] [##############------] 74.4%, Loss: 0.0785
Epoch [14/124], Batch [94/125] [###############-----] 75.2%, Loss: 0.0803
Epoch [14/124], Batch [95/125] [###############-----] 76.0%, Loss: 0.1080
Epoch [14/124], Batch [96/125] [###############-----] 76.8%, Loss: 0.1528
Epoch [14/124], Batch [97/125] [###############-----] 77.6%, Loss: 0.1829
Epoch [14/124], Batch [98/125] [###############-----] 78.4%, Loss: 0.0509
Epoch [14/124], Batch [99/125] [###############-----] 79.2%, Loss: 0.0971
Epoch [14/124], Batch [100/125] [################----] 80.0%, Loss: 0.0664
Epoch [14/124], Batch [101/125] [################----] 80.8%, Loss: 0.0389
Epoch [14/124], Batch [102/125] [################----] 81.6%, Loss: 0.0207
Epoch [14/124], Batch [103/125] [################----] 82.4%, Loss: 0.1365
Epoch [14/124], Batch [104/125] [################----] 83.2%, Loss: 0.0865
Epoch [14/124], Batch [105/125] [################----] 84.0%, Loss: 0.0118
Epoch [14/124], Batch [106/125] [################----] 84.8%, Loss: 0.0889
Epoch [14/124], Batch [107/125] [#################---] 85.6%, Loss: 0.0024
Epoch [14/124], Batch [108/125] [#################---] 86.4%, Loss: 0.0477
Epoch [14/124], Batch [109/125] [#################---] 87.2%, Loss: 0.4601
Epoch [14/124], Batch [110/125] [#################---] 88.0%, Loss: 0.5542
Epoch [14/124], Batch [111/125] [#################---] 88.8%, Loss: 0.0164
Epoch [14/124], Batch [112/125] [#################---] 89.6%, Loss: 0.1010
Epoch [14/124], Batch [113/125] [##################--] 90.4%, Loss: 0.1865
Epoch [14/124], Batch [114/125] [##################--] 91.2%, Loss: 0.0464
Epoch [14/124], Batch [115/125] [##################--] 92.0%, Loss: 0.2978
Epoch [14/124], Batch [116/125] [##################--] 92.8%, Loss: 0.0388
Epoch [14/124], Batch [117/125] [##################--] 93.6%, Loss: 0.0893
Epoch [14/124], Batch [118/125] [##################--] 94.4%, Loss: 0.0126
Epoch [14/124], Batch [119/125] [###################-] 95.2%, Loss: 0.8887
Epoch [14/124], Batch [120/125] [###################-] 96.0%, Loss: 0.3242
Epoch [14/124], Batch [121/125] [###################-] 96.8%, Loss: 0.0410
Epoch [14/124], Batch [122/125] [###################-] 97.6%, Loss: 0.0595
Epoch [14/124], Batch [123/125] [###################-] 98.4%, Loss: 0.0687
Epoch [14/124], Batch [124/125] [###################-] 99.2%, Loss: 0.1395
Epoch [14/124], Batch [125/125] [####################] 100.0%, Loss: 0.0108
Epoch [14/124] finished. Average Loss: 0.1333
Training Accuracy: 99.00%
--- Saving checkpoint for epoch 14 ---
Checkpoint saved to ./trained_models/efficientnet_checkpoint.pth

Epoch [15/124], Batch [1/125] [--------------------] 0.8%, Loss: 0.1601
Epoch [15/124], Batch [2/125] [--------------------] 1.6%, Loss: 0.0427
Epoch [15/124], Batch [3/125] [--------------------] 2.4%, Loss: 0.0775
Epoch [15/124], Batch [4/125] [--------------------] 3.2%, Loss: 0.0067
Epoch [15/124], Batch [5/125] [--------------------] 4.0%, Loss: 0.4991
Epoch [15/124], Batch [6/125] [--------------------] 4.8%, Loss: 0.0593
Epoch [15/124], Batch [7/125] [#-------------------] 5.6%, Loss: 0.1976
Epoch [15/124], Batch [8/125] [#-------------------] 6.4%, Loss: 0.0397
Epoch [15/124], Batch [9/125] [#-------------------] 7.2%, Loss: 0.0025
Epoch [15/124], Batch [10/125] [#-------------------] 8.0%, Loss: 0.0176
Epoch [15/124], Batch [11/125] [#-------------------] 8.8%, Loss: 0.4783
Epoch [15/124], Batch [12/125] [#-------------------] 9.6%, Loss: 0.0254
Epoch [15/124], Batch [13/125] [##------------------] 10.4%, Loss: 0.0054
Epoch [15/124], Batch [14/125] [##------------------] 11.2%, Loss: 0.4382
Epoch [15/124], Batch [15/125] [##------------------] 12.0%, Loss: 0.0675
Epoch [15/124], Batch [16/125] [##------------------] 12.8%, Loss: 0.1880
Epoch [15/124], Batch [17/125] [##------------------] 13.6%, Loss: 0.1129
Epoch [15/124], Batch [18/125] [##------------------] 14.4%, Loss: 0.0120
Epoch [15/124], Batch [19/125] [###-----------------] 15.2%, Loss: 1.5403
Epoch [15/124], Batch [20/125] [###-----------------] 16.0%, Loss: 0.0067
Epoch [15/124], Batch [21/125] [###-----------------] 16.8%, Loss: 0.0112
Epoch [15/124], Batch [22/125] [###-----------------] 17.6%, Loss: 0.0777
Epoch [15/124], Batch [23/125] [###-----------------] 18.4%, Loss: 0.0155
Epoch [15/124], Batch [24/125] [###-----------------] 19.2%, Loss: 0.3795
Epoch [15/124], Batch [25/125] [####----------------] 20.0%, Loss: 0.4004
Epoch [15/124], Batch [26/125] [####----------------] 20.8%, Loss: 0.0905
Epoch [15/124], Batch [27/125] [####----------------] 21.6%, Loss: 0.0219
Epoch [15/124], Batch [28/125] [####----------------] 22.4%, Loss: 0.0260
Epoch [15/124], Batch [29/125] [####----------------] 23.2%, Loss: 0.0085
Epoch [15/124], Batch [30/125] [####----------------] 24.0%, Loss: 0.0270
Epoch [15/124], Batch [31/125] [####----------------] 24.8%, Loss: 0.0189
Epoch [15/124], Batch [32/125] [#####---------------] 25.6%, Loss: 0.0331
Epoch [15/124], Batch [33/125] [#####---------------] 26.4%, Loss: 0.0533
Epoch [15/124], Batch [34/125] [#####---------------] 27.2%, Loss: 0.0255
Epoch [15/124], Batch [35/125] [#####---------------] 28.0%, Loss: 0.7474
Epoch [15/124], Batch [36/125] [#####---------------] 28.8%, Loss: 0.0622
Epoch [15/124], Batch [37/125] [#####---------------] 29.6%, Loss: 0.0265
Epoch [15/124], Batch [38/125] [######--------------] 30.4%, Loss: 0.0504
